kode_produk,nama_produk,harga,stok,kategori,last_updated
PROD-1012,BAJU  ANAK PEREMPUAN,15rb,12,pakaian,1742058000
PROD-1013,NOVEL FIKSI TERJEMAHAN,"Rp45000,-",kosong,buku,"Jun 11, 2025"
PROD-1014,POWERBANK 10000mah,$3.00,null,ELEKTRONIK,2025-12-23 9:00:00
PROD-1015,mouse WIRELESS,45,17,ELEKTRONIK,1746381600
PROD-1016,POWERBANK 10000mah,120000,49,elektronik murah,"Jul 03, 2025"
PROD-1017,buku pemrograman python,120,kosong,buku,"Mar 19, 2026"
PROD-1018,KAMUS BAHASA INGGRIS,$8.00,-5,buku,"Jan 27, 2025"
PROD-1019,mouse WIRELESS,"Rp45000,-",-5,elektronik,1754654400
PROD-1020,Buku Mewarnai anak,Rp 120.000,kosong,buku,2025-06-21 11:00:00
PROD-1021,buku pemrograman python,120000,58,buku,01/06/2025
PROD-1022,baju anak laki-laki,,-5,clothes,"Apr 24, 2025"
PROD-1023,mouse WIRELESS,$1.00,12,elektronik murah,2025-04-03 9:00:00
PROD-1024,Buku Mewarnai anak,15rb,-5,buku bacaan,17/06/2025
PROD-1025,BAJU  ANAK PEREMPUAN,Rp 45.000,4,pakian,2025-05-28 12:00:00
PROD-1026,NOVEL FIKSI TERJEMAHAN,$8.00,99,buku,"Sep 21, 2025"
PROD-1027,KEMEJA FLANEL Keren,Rp 120.000,null,pakian,02/04/2025
PROD-1028,baju anak laki-laki,null,null,pakian,1740124800
PROD-1029,mouse WIRELESS,$8.00,null,elektronik,1760544000
PROD-1030,kaos polos combed,Rp 45.000,kosong,clothes,1773950400
PROD-1031,NOVEL FIKSI TERJEMAHAN,15rb,12,buku,04/09/2025
PROD-1032,POWERBANK 10000mah,15000,null,elektronik murah,2025-07-17 7:00:00
PROD-1033,BaJu Bayi,$3.00,kosong,pakaian,17/08/2025
PROD-1034,hP android murah,"Rp120000,-",12,elektronik murah,"Mar 25, 2025"
PROD-1035,baju anak laki-laki,Rp 45.000,kosong,clothes,2025-04-28 2:00:00
PROD-1036,komik jepang lama,"Rp120000,-",kosong,BUKU,16/08/2025
PROD-1037,komik jepang lama,15,12,buku bacaan,"Oct 23, 2025"
PROD-1038,BAJU  ANAK PEREMPUAN,45000,13,clothes,"Aug 04, 2025"
PROD-1039,LAPTOP gaming i7,120rb,kosong,elektronik,2025-06-10 20:00:00
PROD-1040,KAMUS BAHASA INGGRIS,120000,null,buku bacaan,1745485200
PROD-1041,kaos polos combed,"Rp15000,-",kosong,clothes,2025-04-17 0:00:00
PROD-1042,NOVEL FIKSI TERJEMAHAN,120rb,98,buku,1760986800
PROD-1043,BAJU  ANAK PEREMPUAN,$3.00,54,PAKAIAN,2025-07-06 8:00:00
PROD-1044,POWERBANK 10000mah,$8.00,-5,ELEKTRONIK,2026-03-26 23:00:00
PROD-1045,charger Type-C fast,120000,kosong,elektronik murah,1740099600
PROD-1046,BaJu Bayi,"Rp45000,-",kosong,pakian,03/01/2026
PROD-1047,BAJU  ANAK PEREMPUAN,120,kosong,pakian,22/03/2026
PROD-1048,hP android murah,15000,33,elektronik murah,2025-06-17 1:00:00
PROD-1049,Buku Mewarnai anak,15000,-5,BUKU,1763366400
PROD-1050,hP android murah,Rp 120.000,kosong,elektronik murah,13/03/2026
PROD-1051,Buku Mewarnai anak,"Rp15000,-",12,buku,1760421600
PROD-1052,POWERBANK 10000mah,120000,12,elektronik,2025-07-08 23:00:00
PROD-1053,NOVEL FIKSI TERJEMAHAN,$1.00,40,buku,2025-11-27 22:00:00
PROD-1054,BAJU  ANAK PEREMPUAN,"Rp45000,-",kosong,pakaian,1737291600
PROD-1055,hP android murah,45,null,elektronik,1769011200
PROD-1056,KEMEJA FLANEL Keren,"Rp15000,-",kosong,clothes,11/11/2025
PROD-1057,kaos polos combed,$1.00,43,clothes,15/02/2025
PROD-1058,KAMUS BAHASA INGGRIS,Rp 120.000,kosong,buku,2025-08-09 0:00:00
PROD-1059,mouse WIRELESS,"Rp45000,-",-5,ELEKTRONIK,2025-09-13 18:00:00
PROD-1060,LAPTOP gaming i7,120000,kosong,ELEKTRONIK,17/04/2025
PROD-1061,BAJU  ANAK PEREMPUAN,15rb,12,pakaian,"Aug 12, 2025"
PROD-1062,buku pemrograman python,"Rp15000,-",null,buku bacaan,2025-11-16 6:00:00
PROD-1063,hP android murah,120000,-5,ELEKTRONIK,02/03/2026
PROD-1064,komik jepang lama,$1.00,null,BUKU,2025-03-01 18:00:00
PROD-1065,LAPTOP gaming i7,15,50,elektronik,"Jun 08, 2025"
PROD-1066,LAPTOP gaming i7,$8.00,null,elektronik,2025-02-03 0:00:00
PROD-1067,Buku Mewarnai anak,Rp 120.000,kosong,buku bacaan,2025-05-13 14:00:00
PROD-1068,Buku Mewarnai anak,15,-5,buku bacaan,1739732400
PROD-1069,BAJU  ANAK PEREMPUAN,Rp 45.000,-5,pakian,04/05/2025
PROD-1070,KAMUS BAHASA INGGRIS,,kosong,buku,"May 30, 2025"
PROD-1071,BAJU  ANAK PEREMPUAN,120000,null,pakaian,31/10/2025
PROD-1072,baju anak laki-laki,Rp 15.000,12,pakian,1764219600
PROD-1073,Buku Mewarnai anak,Rp 15.000,12,buku bacaan,2025-05-12 3:00:00
PROD-1074,LAPTOP gaming i7,Rp 15.000,null,ELEKTRONIK,2025-08-18 17:00:00
PROD-1075,Buku Mewarnai anak,15000,20,buku,05/06/2025
PROD-1076,komik jepang lama,45000,13,buku,1739721600
PROD-1077,mouse WIRELESS,$8.00,12,ELEKTRONIK,29/08/2025
PROD-1078,kaos polos combed,null,kosong,clothes,30/01/2026
PROD-1079,Buku Mewarnai anak,"Rp120000,-",kosong,BUKU,2025-06-22 12:00:00
PROD-1080,baju anak laki-laki,15000,-5,PAKAIAN,18/01/2026
PROD-1081,hP android murah,"Rp45000,-",-5,elektronik murah,"Apr 27, 2025"
PROD-1082,hP android murah,120rb,kosong,elektronik,"Aug 12, 2025"
PROD-1083,baju anak laki-laki,45,13,PAKAIAN,09/04/2025
PROD-1084,komik jepang lama,45rb,12,BUKU,1772229600
PROD-1085,kaos polos combed,,kosong,PAKAIAN,1745355600
PROD-1086,charger Type-C fast,"Rp15000,-",-5,ELEKTRONIK,1769144400
PROD-1087,NOVEL FIKSI TERJEMAHAN,120rb,12,buku bacaan,28/02/2025
PROD-1088,mouse WIRELESS,45,93,ELEKTRONIK,2025-10-23 16:00:00
PROD-1089,LAPTOP gaming i7,$3.00,null,ELEKTRONIK,1741878000
PROD-1090,hP android murah,$1.00,kosong,ELEKTRONIK,10/08/2025
PROD-1091,baju anak laki-laki,45,kosong,clothes,31/03/2025
PROD-1092,KEMEJA FLANEL Keren,45000,12,pakaian,"Jul 01, 2025"
PROD-1093,mouse WIRELESS,null,null,elektronik murah,2025-12-28 17:00:00
PROD-1094,Buku Mewarnai anak,"Rp45000,-",-5,buku bacaan,2025-03-30 22:00:00
PROD-1095,LAPTOP gaming i7,Rp 120.000,null,elektronik murah,1743642000
PROD-1096,hP android murah,15rb,null,elektronik murah,14/08/2025
PROD-1097,NOVEL FIKSI TERJEMAHAN,120000,18,buku,1759352400
PROD-1098,mouse WIRELESS,Rp 120.000,null,elektronik murah,2025-08-02 10:00:00
PROD-1099,POWERBANK 10000mah,Rp 15.000,12,elektronik murah,25/05/2025
PROD-1100,hP android murah,$8.00,12,ELEKTRONIK,2025-04-20 13:00:00
PROD-1101,hP android murah,Rp 120.000,57,elektronik,1742752800
PROD-1102,KAMUS BAHASA INGGRIS,45,null,BUKU,06/09/2025
PROD-1103,baju anak laki-laki,Rp 15.000,-5,clothes,"Apr 08, 2025"
PROD-1104,KEMEJA FLANEL Keren,15000,-5,PAKAIAN,1753034400
PROD-1105,KAMUS BAHASA INGGRIS,45,null,BUKU,02/03/2026
PROD-1106,LAPTOP gaming i7,15rb,-5,elektronik murah,22/09/2025
PROD-1107,mouse WIRELESS,Rp 15.000,kosong,elektronik,1753405200
PROD-1108,charger Type-C fast,null,13,ELEKTRONIK,2025-06-06 13:00:00
PROD-1109,KAMUS BAHASA INGGRIS,$8.00,99,buku bacaan,2025-07-08 2:00:00
PROD-1110,LAPTOP gaming i7,45000,kosong,elektronik,2025-07-14 18:00:00
PROD-1111,komik jepang lama,Rp 120.000,-5,BUKU,2025-03-27 22:00:00
PROD-1112,mouse WIRELESS,Rp 45.000,null,elektronik,2025-12-19 20:00:00
PROD-1113,charger Type-C fast,45rb,26,ELEKTRONIK,24/09/2025
PROD-1114,BAJU  ANAK PEREMPUAN,$3.00,12,pakaian,17/07/2025
PROD-1115,Buku Mewarnai anak,45rb,kosong,buku bacaan,"May 19, 2025"
PROD-1116,buku pemrograman python,45rb,kosong,buku bacaan,18/10/2025
PROD-1117,POWERBANK 10000mah,,null,elektronik,1738224000
PROD-1118,POWERBANK 10000mah,45rb,12,ELEKTRONIK,2025-05-01 23:00:00
PROD-1119,KAMUS BAHASA INGGRIS,120,12,buku,2025-03-06 21:00:00
PROD-1120,baju anak laki-laki,Rp 120.000,4,pakian,"Sep 19, 2025"
PROD-1121,LAPTOP gaming i7,,null,elektronik,1774321200
PROD-1122,charger Type-C fast,45rb,12,ELEKTRONIK,"Mar 19, 2026"
PROD-1123,kaos polos combed,45,43,pakian,14/09/2025
PROD-1124,POWERBANK 10000mah,15000,null,elektronik,22/05/2025
PROD-1125,POWERBANK 10000mah,$8.00,kosong,elektronik murah,1749520800
PROD-1126,mouse WIRELESS,15,null,elektronik,1752058800
PROD-1127,komik jepang lama,45rb,kosong,buku bacaan,2025-06-08 6:00:00
PROD-1128,KEMEJA FLANEL Keren,Rp 15.000,12,clothes,2025-03-17 10:00:00
PROD-1129,buku pemrograman python,,null,BUKU,"Dec 06, 2025"
PROD-1130,BAJU  ANAK PEREMPUAN,15rb,kosong,pakaian,1742893200
PROD-1131,buku pemrograman python,15rb,12,BUKU,2025-09-20 8:00:00
PROD-1132,Buku Mewarnai anak,null,44,buku,10/03/2025
PROD-1133,baju anak laki-laki,45,12,pakian,2026-03-16 8:00:00
PROD-1134,KAMUS BAHASA INGGRIS,45,-5,BUKU,2025-09-25 3:00:00
PROD-1135,POWERBANK 10000mah,120rb,90,ELEKTRONIK,2025-06-14 16:00:00
PROD-1136,hP android murah,120rb,null,elektronik murah,15/06/2025
PROD-1137,mouse WIRELESS,Rp 120.000,47,ELEKTRONIK,02/01/2025
PROD-1138,NOVEL FIKSI TERJEMAHAN,Rp 45.000,null,buku,1753678800
PROD-1139,KEMEJA FLANEL Keren,Rp 45.000,-5,pakaian,12/11/2025
PROD-1140,buku pemrograman python,120rb,null,buku bacaan,"Jul 18, 2025"
PROD-1141,komik jepang lama,45,-5,buku bacaan,1752645600
PROD-1142,Buku Mewarnai anak,Rp 120.000,null,BUKU,2025-01-19 10:00:00
PROD-1143,BaJu Bayi,15000,kosong,clothes,05/02/2025
PROD-1144,KAMUS BAHASA INGGRIS,Rp 45.000,12,buku,1774490400
PROD-1145,hP android murah,120000,12,elektronik,"Jun 20, 2025"
PROD-1146,KEMEJA FLANEL Keren,$1.00,kosong,clothes,1739242800
PROD-1147,buku pemrograman python,15,12,buku bacaan,08/03/2026
PROD-1148,NOVEL FIKSI TERJEMAHAN,,kosong,BUKU,1755115200
PROD-1149,LAPTOP gaming i7,Rp 15.000,12,elektronik,2025-04-18 11:00:00
PROD-1150,BaJu Bayi,"Rp45000,-",-5,clothes,"May 02, 2025"
PROD-1151,kaos polos combed,45000,12,PAKAIAN,1771736400
PROD-1152,kaos polos combed,Rp 45.000,12,clothes,25/05/2025
PROD-1153,charger Type-C fast,15000,12,elektronik murah,2025-07-03 17:00:00
PROD-1154,BAJU  ANAK PEREMPUAN,45,null,pakian,2026-01-06 23:00:00
PROD-1155,LAPTOP gaming i7,15,kosong,elektronik murah,20/04/2025
PROD-1156,baju anak laki-laki,Rp 15.000,75,clothes,2025-10-23 3:00:00
PROD-1157,komik jepang lama,$1.00,null,BUKU,"Nov 16, 2025"
PROD-1158,hP android murah,Rp 45.000,null,elektronik,1763920800
PROD-1159,baju anak laki-laki,"Rp15000,-",kosong,pakian,1760378400
PROD-1160,buku pemrograman python,15rb,kosong,buku,21/01/2025
PROD-1161,hP android murah,Rp 120.000,73,ELEKTRONIK,04/09/2025
PROD-1162,buku pemrograman python,120,12,BUKU,1749052800
PROD-1163,kaos polos combed,"Rp120000,-",-5,pakian,1773363600
PROD-1164,POWERBANK 10000mah,120000,kosong,ELEKTRONIK,2025-10-02 18:00:00
PROD-1165,POWERBANK 10000mah,"Rp15000,-",null,elektronik,"Jan 22, 2025"
PROD-1166,charger Type-C fast,15000,12,elektronik,"Apr 20, 2025"
PROD-1167,kaos polos combed,15000,42,pakian,"Apr 01, 2025"
PROD-1168,buku pemrograman python,"Rp15000,-",63,buku,25/03/2026
PROD-1169,buku pemrograman python,45rb,kosong,BUKU,"Nov 10, 2025"
PROD-1170,buku pemrograman python,null,12,buku bacaan,06/02/2025
PROD-1171,Buku Mewarnai anak,15rb,kosong,buku,"Jan 28, 2025"
PROD-1172,buku pemrograman python,"Rp45000,-",12,BUKU,1752566400
PROD-1173,komik jepang lama,"Rp45000,-",-5,buku,2025-01-14 20:00:00
PROD-1174,BAJU  ANAK PEREMPUAN,45000,null,pakian,1736258400
PROD-1175,POWERBANK 10000mah,120,12,elektronik murah,2026-03-04 11:00:00
PROD-1176,mouse WIRELESS,120000,-5,elektronik,1771088400
PROD-1177,KAMUS BAHASA INGGRIS,15,12,BUKU,"Mar 12, 2026"
PROD-1178,LAPTOP gaming i7,120rb,12,ELEKTRONIK,08/04/2025
PROD-1179,baju anak laki-laki,$1.00,null,pakian,"Nov 16, 2025"
PROD-1180,BAJU  ANAK PEREMPUAN,null,null,PAKAIAN,1744826400
PROD-1181,hP android murah,$3.00,12,elektronik,"Mar 25, 2025"
PROD-1182,charger Type-C fast,120000,-5,ELEKTRONIK,23/08/2025
PROD-1183,komik jepang lama,Rp 45.000,12,buku bacaan,2025-02-27 4:00:00
PROD-1184,kaos polos combed,15rb,null,PAKAIAN,"Feb 10, 2025"
PROD-1185,kaos polos combed,$1.00,83,PAKAIAN,2025-10-11 6:00:00
PROD-1186,baju anak laki-laki,Rp 15.000,12,clothes,04/04/2025
PROD-1187,komik jepang lama,15rb,null,BUKU,2025-11-01 17:00:00
PROD-1188,charger Type-C fast,15rb,12,elektronik,03/12/2025
PROD-1189,KEMEJA FLANEL Keren,15,null,pakaian,20/07/2025
PROD-1190,baju anak laki-laki,120,-5,PAKAIAN,13/02/2025
PROD-1191,BAJU  ANAK PEREMPUAN,45rb,null,clothes,2025-07-20 22:00:00
PROD-1192,charger Type-C fast,null,kosong,ELEKTRONIK,2025-07-12 23:00:00
PROD-1193,mouse WIRELESS,15rb,null,ELEKTRONIK,"Nov 10, 2025"
PROD-1194,mouse WIRELESS,$1.00,12,elektronik murah,1754514000
PROD-1195,charger Type-C fast,120000,-5,elektronik murah,"Jan 10, 2026"
PROD-1196,Buku Mewarnai anak,15rb,67,buku bacaan,1760886000
PROD-1197,charger Type-C fast,"Rp120000,-",kosong,elektronik murah,1758168000
PROD-1198,hP android murah,Rp 120.000,12,elektronik murah,1759420800
PROD-1199,baju anak laki-laki,$1.00,-5,clothes,2025-04-09 11:00:00
PROD-1200,hP android murah,$3.00,12,elektronik murah,1753884000
PROD-1201,kaos polos combed,120000,null,pakian,1771225200
PROD-1202,BaJu Bayi,Rp 120.000,kosong,PAKAIAN,1742846400
PROD-1203,mouse WIRELESS,"Rp15000,-",null,elektronik,17/08/2025
PROD-1204,LAPTOP gaming i7,$1.00,17,ELEKTRONIK,2025-02-11 14:00:00
PROD-1205,NOVEL FIKSI TERJEMAHAN,15rb,12,BUKU,2025-01-26 15:00:00
PROD-1206,mouse WIRELESS,120rb,83,ELEKTRONIK,1756414800
PROD-1207,LAPTOP gaming i7,45000,kosong,elektronik,"Jun 20, 2025"
PROD-1208,NOVEL FIKSI TERJEMAHAN,120000,null,buku,2026-03-14 10:00:00
PROD-1209,BaJu Bayi,120000,12,pakaian,27/01/2025
PROD-1210,BAJU  ANAK PEREMPUAN,15rb,52,pakian,27/02/2026
PROD-1211,hP android murah,15000,-5,ELEKTRONIK,"Feb 04, 2025"
PROD-1212,mouse WIRELESS,120000,-5,elektronik murah,2025-07-23 23:00:00
PROD-1213,NOVEL FIKSI TERJEMAHAN,Rp 15.000,kosong,buku,2025-04-18 2:00:00
PROD-1214,hP android murah,"Rp15000,-",18,elektronik murah,1764756000
PROD-1215,Buku Mewarnai anak,null,12,buku bacaan,"Mar 03, 2025"
PROD-1216,baju anak laki-laki,$1.00,-5,pakian,2026-03-22 7:00:00
PROD-1217,komik jepang lama,$3.00,68,BUKU,2025-05-23 0:00:00
PROD-1218,baju anak laki-laki,$8.00,45,clothes,"Dec 24, 2025"
PROD-1219,hP android murah,Rp 120.000,33,elektronik,27/11/2025
PROD-1220,kaos polos combed,Rp 45.000,12,PAKAIAN,14/06/2025
PROD-1221,KAMUS BAHASA INGGRIS,null,kosong,BUKU,"Jun 30, 2025"
PROD-1222,BaJu Bayi,45rb,20,pakian,2025-04-11 23:00:00
PROD-1223,komik jepang lama,$1.00,-5,buku,2026-03-12 9:00:00
PROD-1224,mouse WIRELESS,15,kosong,elektronik,"Mar 24, 2026"
PROD-1225,buku pemrograman python,Rp 15.000,kosong,buku bacaan,2025-08-18 3:00:00
PROD-1226,NOVEL FIKSI TERJEMAHAN,,kosong,buku,1739322000
PROD-1227,baju anak laki-laki,15rb,-5,pakian,05/02/2025
PROD-1228,Buku Mewarnai anak,"Rp15000,-",27,buku,1740870000
PROD-1229,LAPTOP gaming i7,Rp 45.000,kosong,elektronik,2025-08-03 20:00:00
PROD-1230,BAJU  ANAK PEREMPUAN,120000,86,pakaian,"Feb 09, 2025"
PROD-1231,BaJu Bayi,120,54,pakian,"Sep 27, 2025"
PROD-1232,POWERBANK 10000mah,15000,54,elektronik murah,2026-01-06 12:00:00
PROD-1233,KEMEJA FLANEL Keren,"Rp120000,-",12,PAKAIAN,"Dec 28, 2025"
PROD-1234,baju anak laki-laki,Rp 45.000,kosong,PAKAIAN,1748361600
PROD-1235,KAMUS BAHASA INGGRIS,Rp 15.000,null,buku,"Aug 22, 2025"
PROD-1236,KAMUS BAHASA INGGRIS,Rp 45.000,kosong,buku,1768312800
PROD-1237,KAMUS BAHASA INGGRIS,$3.00,12,BUKU,"Jul 04, 2025"
PROD-1238,hP android murah,45,12,ELEKTRONIK,"Oct 30, 2025"
PROD-1239,Buku Mewarnai anak,$8.00,kosong,buku bacaan,1737939600
PROD-1240,baju anak laki-laki,Rp 120.000,-5,PAKAIAN,2025-07-23 17:00:00
PROD-1241,BaJu Bayi,$1.00,kosong,pakaian,2025-05-23 20:00:00
PROD-1242,kaos polos combed,15000,-5,pakaian,15/04/2025
PROD-1243,KAMUS BAHASA INGGRIS,Rp 45.000,52,buku bacaan,"Sep 02, 2025"
PROD-1244,mouse WIRELESS,"Rp45000,-",kosong,elektronik,2025-04-30 19:00:00
PROD-1245,kaos polos combed,"Rp120000,-",kosong,PAKAIAN,09/05/2025
PROD-1246,LAPTOP gaming i7,Rp 15.000,kosong,elektronik,"Oct 27, 2025"
PROD-1247,Buku Mewarnai anak,45,kosong,buku bacaan,"Jan 24, 2025"
PROD-1248,komik jepang lama,45rb,-5,buku,31/03/2025
PROD-1249,POWERBANK 10000mah,$8.00,35,elektronik,07/06/2025
PROD-1250,hP android murah,null,12,elektronik murah,"Aug 03, 2025"
PROD-1251,KEMEJA FLANEL Keren,$3.00,-5,PAKAIAN,"Aug 08, 2025"
PROD-1252,LAPTOP gaming i7,Rp 120.000,12,elektronik,"May 19, 2025"
PROD-1253,komik jepang lama,120,-5,buku,07/04/2025
PROD-1254,Buku Mewarnai anak,120,null,BUKU,1773799200
PROD-1255,mouse WIRELESS,$8.00,null,elektronik murah,2025-02-14 11:00:00
PROD-1256,charger Type-C fast,45rb,6,elektronik,28/03/2025
PROD-1257,NOVEL FIKSI TERJEMAHAN,120000,-5,buku bacaan,2025-02-10 9:00:00
PROD-1258,hP android murah,"Rp45000,-",99,ELEKTRONIK,22/11/2025
PROD-1259,LAPTOP gaming i7,,-5,elektronik,"Nov 27, 2025"
PROD-1260,NOVEL FIKSI TERJEMAHAN,null,32,BUKU,1745031600
PROD-1261,buku pemrograman python,$3.00,kosong,BUKU,26/09/2025
PROD-1262,NOVEL FIKSI TERJEMAHAN,"Rp15000,-",-5,BUKU,2025-12-08 3:00:00
PROD-1263,charger Type-C fast,45000,kosong,elektronik murah,2025-04-22 16:00:00
PROD-1264,LAPTOP gaming i7,"Rp15000,-",null,elektronik,1761879600
PROD-1265,mouse WIRELESS,"Rp15000,-",null,elektronik,1771135200
PROD-1266,LAPTOP gaming i7,"Rp45000,-",-5,ELEKTRONIK,26/06/2025
PROD-1267,buku pemrograman python,15,43,buku,1752577200
PROD-1268,buku pemrograman python,null,null,buku bacaan,06/05/2025
PROD-1269,KAMUS BAHASA INGGRIS,15,null,buku bacaan,10/08/2025
PROD-1270,buku pemrograman python,$1.00,null,buku bacaan,1757818800
PROD-1271,kaos polos combed,$1.00,12,clothes,"Sep 23, 2025"
PROD-1272,mouse WIRELESS,"Rp120000,-",12,elektronik,1750708800
PROD-1273,baju anak laki-laki,$3.00,28,PAKAIAN,31/10/2025
PROD-1274,buku pemrograman python,Rp 45.000,12,buku bacaan,1773248400
PROD-1275,LAPTOP gaming i7,$3.00,-5,elektronik,13/04/2025
PROD-1276,charger Type-C fast,15000,-5,elektronik murah,"Sep 06, 2025"
PROD-1277,Buku Mewarnai anak,45,12,buku bacaan,13/03/2025
PROD-1278,BaJu Bayi,120,12,clothes,2025-11-14 1:00:00
PROD-1279,buku pemrograman python,Rp 120.000,15,BUKU,"Sep 07, 2025"
PROD-1280,komik jepang lama,"Rp120000,-",49,BUKU,2025-10-04 1:00:00
PROD-1281,mouse WIRELESS,120,kosong,elektronik murah,"Mar 18, 2026"
PROD-1282,hP android murah,"Rp120000,-",55,ELEKTRONIK,"Mar 02, 2026"
PROD-1283,Buku Mewarnai anak,,51,buku bacaan,1749902400
PROD-1284,BaJu Bayi,,null,pakaian,1759982400
PROD-1285,POWERBANK 10000mah,15,kosong,elektronik murah,20/01/2025
PROD-1286,baju anak laki-laki,45rb,null,pakaian,1760097600
PROD-1287,hP android murah,null,null,elektronik,"Sep 27, 2025"
PROD-1288,LAPTOP gaming i7,120,12,elektronik murah,1756364400
PROD-1289,hP android murah,$3.00,63,elektronik,1765965600
PROD-1290,KAMUS BAHASA INGGRIS,120000,26,BUKU,2025-09-04 15:00:00
PROD-1291,LAPTOP gaming i7,15,kosong,elektronik murah,2026-02-13 18:00:00
PROD-1292,BaJu Bayi,,kosong,pakaian,"Feb 10, 2025"
PROD-1293,kaos polos combed,"Rp45000,-",93,pakaian,"Jul 24, 2025"
PROD-1294,hP android murah,"Rp15000,-",-5,ELEKTRONIK,2025-07-18 6:00:00
PROD-1295,BAJU  ANAK PEREMPUAN,45000,kosong,clothes,1738404000
PROD-1296,BAJU  ANAK PEREMPUAN,"Rp45000,-",kosong,clothes,2026-03-03 19:00:00
PROD-1297,mouse WIRELESS,"Rp120000,-",-5,elektronik murah,"Dec 11, 2025"
PROD-1298,mouse WIRELESS,120000,null,elektronik,1747832400
PROD-1299,Buku Mewarnai anak,Rp 15.000,12,buku,1759237200
PROD-1300,LAPTOP gaming i7,120rb,null,ELEKTRONIK,"Sep 14, 2025"
PROD-1301,NOVEL FIKSI TERJEMAHAN,,kosong,buku,08/06/2025
PROD-1302,hP android murah,Rp 120.000,-5,ELEKTRONIK,2026-03-08 15:00:00
PROD-1303,POWERBANK 10000mah,"Rp120000,-",kosong,elektronik murah,1742256000
PROD-1304,kaos polos combed,$8.00,12,pakaian,27/07/2025
PROD-1305,baju anak laki-laki,Rp 45.000,kosong,clothes,"Jan 22, 2025"
PROD-1306,NOVEL FIKSI TERJEMAHAN,$1.00,12,BUKU,2025-09-08 23:00:00
PROD-1307,LAPTOP gaming i7,120000,-5,ELEKTRONIK,"Jan 24, 2025"
PROD-1308,BAJU  ANAK PEREMPUAN,,null,PAKAIAN,2025-02-12 7:00:00
PROD-1309,POWERBANK 10000mah,15rb,kosong,ELEKTRONIK,2025-05-22 13:00:00
PROD-1310,BaJu Bayi,"Rp120000,-",12,PAKAIAN,2025-02-12 21:00:00
PROD-1311,charger Type-C fast,$3.00,kosong,ELEKTRONIK,"Jul 24, 2025"
PROD-1312,baju anak laki-laki,15000,12,pakian,2025-11-02 11:00:00
PROD-1313,KEMEJA FLANEL Keren,Rp 45.000,-5,clothes,2025-12-15 20:00:00
PROD-1314,charger Type-C fast,120rb,63,elektronik murah,29/01/2025
PROD-1315,hP android murah,120000,null,ELEKTRONIK,"Aug 23, 2025"
PROD-1316,mouse WIRELESS,120rb,54,elektronik murah,2025-08-29 18:00:00
PROD-1317,charger Type-C fast,45rb,null,elektronik,1771599600
PROD-1318,NOVEL FIKSI TERJEMAHAN,45,34,buku,"May 01, 2025"
PROD-1319,NOVEL FIKSI TERJEMAHAN,$1.00,95,buku bacaan,1756771200
PROD-1320,BAJU  ANAK PEREMPUAN,"Rp120000,-",null,PAKAIAN,1769716800
PROD-1321,BAJU  ANAK PEREMPUAN,"Rp45000,-",12,PAKAIAN,1754485200
PROD-1322,KAMUS BAHASA INGGRIS,Rp 120.000,59,BUKU,"Jul 23, 2025"
PROD-1323,hP android murah,120rb,-5,elektronik,1770782400
PROD-1324,charger Type-C fast,Rp 15.000,kosong,elektronik murah,14/09/2025
PROD-1325,kaos polos combed,null,13,clothes,1758074400
PROD-1326,NOVEL FIKSI TERJEMAHAN,45,53,buku,31/05/2025
PROD-1327,Buku Mewarnai anak,null,-5,buku,"Dec 20, 2025"
PROD-1328,baju anak laki-laki,,60,clothes,1766073600
PROD-1329,buku pemrograman python,$3.00,31,BUKU,03/12/2025
PROD-1330,BAJU  ANAK PEREMPUAN,,-5,clothes,"Mar 16, 2026"
PROD-1331,baju anak laki-laki,$1.00,kosong,pakaian,1752825600
PROD-1332,POWERBANK 10000mah,45rb,12,elektronik murah,"Jan 12, 2025"
PROD-1333,buku pemrograman python,"Rp120000,-",-5,BUKU,1739613600
PROD-1334,mouse WIRELESS,15,-5,elektronik murah,1767171600
PROD-1335,mouse WIRELESS,15000,-5,ELEKTRONIK,15/04/2025
PROD-1336,hP android murah,"Rp120000,-",kosong,elektronik,1767081600
PROD-1337,KEMEJA FLANEL Keren,15000,41,pakaian,1743681600
PROD-1338,hP android murah,Rp 15.000,null,elektronik,"Oct 02, 2025"
PROD-1339,komik jepang lama,Rp 15.000,kosong,buku bacaan,"Nov 06, 2025"
PROD-1340,NOVEL FIKSI TERJEMAHAN,120,7,buku bacaan,1773817200
PROD-1341,hP android murah,15000,8,elektronik,"Mar 28, 2025"
PROD-1342,hP android murah,120000,kosong,elektronik,1745154000
PROD-1343,LAPTOP gaming i7,$8.00,-5,elektronik,2025-01-21 23:00:00
PROD-1344,POWERBANK 10000mah,120rb,-5,elektronik,2025-04-29 15:00:00
PROD-1345,mouse WIRELESS,120,-5,elektronik,1742630400
PROD-1346,komik jepang lama,120rb,-5,buku,19/11/2025
PROD-1347,NOVEL FIKSI TERJEMAHAN,120,null,BUKU,2025-03-17 1:00:00
PROD-1348,charger Type-C fast,15rb,kosong,ELEKTRONIK,"Feb 05, 2026"
PROD-1349,KEMEJA FLANEL Keren,"Rp15000,-",88,clothes,"Jan 09, 2026"
PROD-1350,baju anak laki-laki,15,71,pakaian,1768258800
PROD-1351,BaJu Bayi,$1.00,kosong,clothes,1744092000
PROD-1352,charger Type-C fast,45,74,elektronik murah,2025-12-09 15:00:00
